fit_smooth,variant,profile_type,resolution_label,resolution_stride,k_bin,k_mid,data_spectrum,n_hours,effective_k_max
0.3,nugget0,range_only,x8,2,55,,,0,
0.3,nugget0,range_only,x8,2,56,,,0,
0.3,nugget0,range_only,x8,2,57,,,0,
0.3,nugget0,range_only,x8,2,58,,,0,
0.3,nugget0,range_only,x8,2,59,,,0,
0.3,nugget0,range_only,x8,2,60,,,0,
0.3,nugget0,range_only,x8,2,61,,,0,
0.3,nugget0,range_only,x8,2,62,,,0,
0.3,nugget0,range_only,x8,2,63,,,0,
0.3,nugget0,range_only,x8,2,64,,,0,
0.3,nugget0,range_only,x8,2,65,,,0,
0.3,nugget0,range_only,x8,2,66,,,0,
0.3,nugget0,range_only,x8,2,67,,,0,
0.3,nugget0,range_only,x8,2,68,,,0,
0.3,nugget0,range_only,x8,2,69,,,0,
0.3,nugget0,range_only,x8,4,0,,,0,
0.3,nugget0,range_only,x8,4,1,,,0,
0.3,nugget0,range_only,x8,4,2,,,0,
0.3,nugget0,range_only,x8,4,3,,,0,
0.3,nugget0,range_only,x8,4,4,,,0,
0.3,nugget0,range_only,x8,4,5,,,0,
0.3,nugget0,range_only,x8,4,6,,,0,
0.3,nugget0,range_only,x8,4,7,,,0,
0.3,nugget0,range_only,x8,4,8,,,0,
0.3,nugget0,range_only,x8,4,9,,,0,
0.3,nugget0,range_only,x8,4,10,,,0,
0.3,nugget0,range_only,x8,4,11,,,0,
0.3,nugget0,range_only,x8,4,12,,,0,
0.3,nugget0,range_only,x8,4,13,,,0,
0.3,nugget0,range_only,x8,4,14,,,0,
0.3,nugget0,range_only,x8,4,15,,,0,
0.3,nugget0,range_only,x8,4,16,,,0,
0.3,nugget0,range_only,x8,4,17,,,0,
0.3,nugget0,range_only,x8,4,18,,,0,
0.3,nugget0,range_only,x8,4,19,,,0,
0.3,nugget0,range_only,x8,4,20,,,0,
0.3,nugget0,range_only,x8,4,21,,,0,
0.3,nugget0,range_only,x8,4,22,,,0,
0.3,nugget0,range_only,x8,4,23,,,0,
0.3,nugget0,range_only,x8,4,24,,,0,
0.3,nugget0,range_only,x8,4,25,,,0,
0.3,nugget0,range_only,x8,4,26,,,0,
0.3,nugget0,range_only,x8,4,27,,,0,
0.3,nugget0,range_only,x8,4,28,,,0,
0.3,nugget0,range_only,x8,4,29,,,0,
0.3,nugget0,range_only,x8,4,30,,,0,
0.3,nugget0,range_only,x8,4,31,,,0,
0.3,nugget0,range_only,x8,4,32,,,0,
0.3,nugget0,range_only,x8,4,33,,,0,
0.3,nugget0,range_only,x8,4,34,,,0,
0.3,nugget0,range_only,x8,4,35,,,0,
0.3,nugget0,range_only,x8,4,36,,,0,
0.3,nugget0,range_only,x8,4,37,,,0,
0.3,nugget0,range_only,x8,4,38,,,0,
0.3,nugget0,range_only,x8,4,39,,,0,
0.3,nugget0,range_only,x8,4,40,,,0,
0.3,nugget0,range_only,x8,4,41,,,0,
0.3,nugget0,range_only,x8,4,42,,,0,
0.3,nugget0,range_only,x8,4,43,,,0,
0.3,nugget0,range_only,x8,4,44,,,0,
0.3,nugget0,range_only,x8,4,45,,,0,
0.3,nugget0,range_only,x8,4,46,,,0,
0.3,nugget0,range_only,x8,4,47,,,0,
0.3,nugget0,range_only,x8,4,48,,,0,
0.3,nugget0,range_only,x8,4,49,,,0,
0.3,nugget0,range_only,x8,4,50,,,0,
0.3,nugget0,range_only,x8,4,51,,,0,
0.3,nugget0,range_only,x8,4,52,,,0,
0.3,nugget0,range_only,x8,4,53,,,0,
0.3,nugget0,range_only,x8,4,54,,,0,
0.3,nugget0,range_only,x8,4,55,,,0,
0.3,nugget0,range_only,x8,4,56,,,0,
0.3,nugget0,range_only,x8,4,57,,,0,
0.3,nugget0,range_only,x8,4,58,,,0,
0.3,nugget0,range_only,x8,4,59,,,0,
0.3,nugget0,range_only,x8,4,60,,,0,
0.3,nugget0,range_only,x8,4,61,,,0,
0.3,nugget0,range_only,x8,4,62,,,0,
0.3,nugget0,range_only,x8,4,63,,,0,
0.3,nugget0,range_only,x8,4,64,,,0,
0.3,nugget0,range_only,x8,4,65,,,0,
0.3,nugget0,range_only,x8,4,66,,,0,
0.3,nugget0,range_only,x8,4,67,,,0,
0.3,nugget0,range_only,x8,4,68,,,0,
0.3,nugget0,range_only,x8,4,69,,,0,
0.3,nugget0,range_only,x8,8,0,0.5729014104765542,22.750921492712997,8,9.954162007030128
0.3,nugget0,range_only,x8,8,1,1.7187042314296626,24.749880663096253,8,9.954162007030128
0.3,nugget0,range_only,x8,8,2,2.8645070523827707,17.068598695196084,8,9.954162007030128
0.3,nugget0,range_only,x8,8,3,4.0103098733358795,17.745717078335346,8,9.954162007030128
0.3,nugget0,range_only,x8,8,4,5.156112694288987,12.843035908077182,8,9.954162007030128
0.3,nugget0,range_only,x8,8,5,6.301915515242095,10.235009573298008,8,9.954162007030128
0.3,nugget0,range_only,x8,8,6,7.447718336195205,9.72087950608914,8,9.954162007030128
0.3,nugget0,range_only,x8,8,7,8.593521157148313,11.244137440502552,8,9.954162007030128
0.3,nugget0,range_only,x8,8,8,9.739323978101421,10.987701531693377,8,9.954162007030128
0.3,nugget0,range_only,x8,8,9,,,0,
0.3,nugget0,range_only,x8,8,10,,,0,
0.3,nugget0,range_only,x8,8,11,,,0,
0.3,nugget0,range_only,x8,8,12,,,0,
0.3,nugget0,range_only,x8,8,13,,,0,
0.3,nugget0,range_only,x8,8,14,,,0,
0.3,nugget0,range_only,x8,8,15,,,0,
0.3,nugget0,range_only,x8,8,16,,,0,
0.3,nugget0,range_only,x8,8,17,,,0,
0.3,nugget0,range_only,x8,8,18,,,0,
0.3,nugget0,range_only,x8,8,19,,,0,
0.3,nugget0,range_only,x8,8,20,,,0,
0.3,nugget0,range_only,x8,8,21,,,0,
0.3,nugget0,range_only,x8,8,22,,,0,
0.3,nugget0,range_only,x8,8,23,,,0,
0.3,nugget0,range_only,x8,8,24,,,0,
0.3,nugget0,range_only,x8,8,25,,,0,
0.3,nugget0,range_only,x8,8,26,,,0,
0.3,nugget0,range_only,x8,8,27,,,0,
0.3,nugget0,range_only,x8,8,28,,,0,
0.3,nugget0,range_only,x8,8,29,,,0,
0.3,nugget0,range_only,x8,8,30,,,0,
0.3,nugget0,range_only,x8,8,31,,,0,
0.3,nugget0,range_only,x8,8,32,,,0,
0.3,nugget0,range_only,x8,8,33,,,0,
0.3,nugget0,range_only,x8,8,34,,,0,
0.3,nugget0,range_only,x8,8,35,,,0,
0.3,nugget0,range_only,x8,8,36,,,0,
0.3,nugget0,range_only,x8,8,37,,,0,
0.3,nugget0,range_only,x8,8,38,,,0,
0.3,nugget0,range_only,x8,8,39,,,0,
0.3,nugget0,range_only,x8,8,40,,,0,
0.3,nugget0,range_only,x8,8,41,,,0,
0.3,nugget0,range_only,x8,8,42,,,0,
0.3,nugget0,range_only,x8,8,43,,,0,
0.3,nugget0,range_only,x8,8,44,,,0,
0.3,nugget0,range_only,x8,8,45,,,0,
0.3,nugget0,range_only,x8,8,46,,,0,
0.3,nugget0,range_only,x8,8,47,,,0,
0.3,nugget0,range_only,x8,8,48,,,0,
0.3,nugget0,range_only,x8,8,49,,,0,
0.3,nugget0,range_only,x8,8,50,,,0,
0.3,nugget0,range_only,x8,8,51,,,0,
0.3,nugget0,range_only,x8,8,52,,,0,
0.3,nugget0,range_only,x8,8,53,,,0,
0.3,nugget0,range_only,x8,8,54,,,0,
0.3,nugget0,range_only,x8,8,55,,,0,
0.3,nugget0,range_only,x8,8,56,,,0,
0.3,nugget0,range_only,x8,8,57,,,0,
0.3,nugget0,range_only,x8,8,58,,,0,
0.3,nugget0,range_only,x8,8,59,,,0,
0.3,nugget0,range_only,x8,8,60,,,0,
0.3,nugget0,range_only,x8,8,61,,,0,
0.3,nugget0,range_only,x8,8,62,,,0,
0.3,nugget0,range_only,x8,8,63,,,0,
0.3,nugget0,range_only,x8,8,64,,,0,
0.3,nugget0,range_only,x8,8,65,,,0,
0.3,nugget0,range_only,x8,8,66,,,0,
0.3,nugget0,range_only,x8,8,67,,,0,
0.3,nugget0,range_only,x8,8,68,,,0,
0.3,nugget0,range_only,x8,8,69,,,0,
0.3,nugget0,range_only,x4,1,0,,,0,
0.3,nugget0,range_only,x4,1,1,,,0,
0.3,nugget0,range_only,x4,1,2,,,0,
0.3,nugget0,range_only,x4,1,3,,,0,
0.3,nugget0,range_only,x4,1,4,,,0,
0.3,nugget0,range_only,x4,1,5,,,0,
0.3,nugget0,range_only,x4,1,6,,,0,
0.3,nugget0,range_only,x4,1,7,,,0,
0.3,nugget0,range_only,x4,1,8,,,0,
0.3,nugget0,range_only,x4,1,9,,,0,
0.3,nugget0,range_only,x4,1,10,,,0,
0.3,nugget0,range_only,x4,1,11,,,0,
0.3,nugget0,range_only,x4,1,12,,,0,
0.3,nugget0,range_only,x4,1,13,,,0,
0.3,nugget0,range_only,x4,1,14,,,0,
0.3,nugget0,range_only,x4,1,15,,,0,
0.3,nugget0,range_only,x4,1,16,,,0,
0.3,nugget0,range_only,x4,1,17,,,0,
0.3,nugget0,range_only,x4,1,18,,,0,
0.3,nugget0,range_only,x4,1,19,,,0,
0.3,nugget0,range_only,x4,1,20,,,0,
0.3,nugget0,range_only,x4,1,21,,,0,
0.3,nugget0,range_only,x4,1,22,,,0,
0.3,nugget0,range_only,x4,1,23,,,0,
0.3,nugget0,range_only,x4,1,24,,,0,
0.3,nugget0,range_only,x4,1,25,,,0,
0.3,nugget0,range_only,x4,1,26,,,0,
0.3,nugget0,range_only,x4,1,27,,,0,
0.3,nugget0,range_only,x4,1,28,,,0,
0.3,nugget0,range_only,x4,1,29,,,0,
0.3,nugget0,range_only,x4,1,30,,,0,
0.3,nugget0,range_only,x4,1,31,,,0,
0.3,nugget0,range_only,x4,1,32,,,0,
0.3,nugget0,range_only,x4,1,33,,,0,
0.3,nugget0,range_only,x4,1,34,,,0,
0.3,nugget0,range_only,x4,1,35,,,0,
0.3,nugget0,range_only,x4,1,36,,,0,
0.3,nugget0,range_only,x4,1,37,,,0,
0.3,nugget0,range_only,x4,1,38,,,0,
0.3,nugget0,range_only,x4,1,39,,,0,
0.3,nugget0,range_only,x4,1,40,,,0,
0.3,nugget0,range_only,x4,1,41,,,0,
0.3,nugget0,range_only,x4,1,42,,,0,
0.3,nugget0,range_only,x4,1,43,,,0,
0.3,nugget0,range_only,x4,1,44,,,0,
0.3,nugget0,range_only,x4,1,45,,,0,
0.3,nugget0,range_only,x4,1,46,,,0,
0.3,nugget0,range_only,x4,1,47,,,0,
0.3,nugget0,range_only,x4,1,48,,,0,
0.3,nugget0,range_only,x4,1,49,,,0,
0.3,nugget0,range_only,x4,1,50,,,0,
0.3,nugget0,range_only,x4,1,51,,,0,
0.3,nugget0,range_only,x4,1,52,,,0,
0.3,nugget0,range_only,x4,1,53,,,0,
0.3,nugget0,range_only,x4,1,54,,,0,
0.3,nugget0,range_only,x4,1,55,,,0,
0.3,nugget0,range_only,x4,1,56,,,0,
0.3,nugget0,range_only,x4,1,57,,,0,
0.3,nugget0,range_only,x4,1,58,,,0,
0.3,nugget0,range_only,x4,1,59,,,0,
0.3,nugget0,range_only,x4,1,60,,,0,
0.3,nugget0,range_only,x4,1,61,,,0,
0.3,nugget0,range_only,x4,1,62,,,0,
0.3,nugget0,range_only,x4,1,63,,,0,
0.3,nugget0,range_only,x4,1,64,,,0,
0.3,nugget0,range_only,x4,1,65,,,0,
0.3,nugget0,range_only,x4,1,66,,,0,
0.3,nugget0,range_only,x4,1,67,,,0,
0.3,nugget0,range_only,x4,1,68,,,0,
0.3,nugget0,range_only,x4,1,69,,,0,
0.3,nugget0,range_only,x4,2,0,,,0,
0.3,nugget0,range_only,x4,2,1,,,0,
0.3,nugget0,range_only,x4,2,2,,,0,
0.3,nugget0,range_only,x4,2,3,,,0,
0.3,nugget0,range_only,x4,2,4,,,0,
0.3,nugget0,range_only,x4,2,5,,,0,
0.3,nugget0,range_only,x4,2,6,,,0,
0.3,nugget0,range_only,x4,2,7,,,0,
0.3,nugget0,range_only,x4,2,8,,,0,
0.3,nugget0,range_only,x4,2,9,,,0,
0.3,nugget0,range_only,x4,2,10,,,0,
0.3,nugget0,range_only,x4,2,11,,,0,
0.3,nugget0,range_only,x4,2,12,,,0,
0.3,nugget0,range_only,x4,2,13,,,0,
0.3,nugget0,range_only,x4,2,14,,,0,
0.3,nugget0,range_only,x4,2,15,,,0,
0.3,nugget0,range_only,x4,2,16,,,0,
0.3,nugget0,range_only,x4,2,17,,,0,
0.3,nugget0,range_only,x4,2,18,,,0,
0.3,nugget0,range_only,x4,2,19,,,0,
0.3,nugget0,range_only,x4,2,20,,,0,
0.3,nugget0,range_only,x4,2,21,,,0,
0.3,nugget0,range_only,x4,2,22,,,0,
0.3,nugget0,range_only,x4,2,23,,,0,
0.3,nugget0,range_only,x4,2,24,,,0,
0.3,nugget0,range_only,x4,2,25,,,0,
0.3,nugget0,range_only,x4,2,26,,,0,
0.3,nugget0,range_only,x4,2,27,,,0,
0.3,nugget0,range_only,x4,2,28,,,0,
0.3,nugget0,range_only,x4,2,29,,,0,
0.3,nugget0,range_only,x4,2,30,,,0,
0.3,nugget0,range_only,x4,2,31,,,0,
0.3,nugget0,range_only,x4,2,32,,,0,
0.3,nugget0,range_only,x4,2,33,,,0,
0.3,nugget0,range_only,x4,2,34,,,0,
0.3,nugget0,range_only,x4,2,35,,,0,
0.3,nugget0,range_only,x4,2,36,,,0,
0.3,nugget0,range_only,x4,2,37,,,0,
0.3,nugget0,range_only,x4,2,38,,,0,
0.3,nugget0,range_only,x4,2,39,,,0,
0.3,nugget0,range_only,x4,2,40,,,0,
0.3,nugget0,range_only,x4,2,41,,,0,
0.3,nugget0,range_only,x4,2,42,,,0,
0.3,nugget0,range_only,x4,2,43,,,0,
0.3,nugget0,range_only,x4,2,44,,,0,
0.3,nugget0,range_only,x4,2,45,,,0,
0.3,nugget0,range_only,x4,2,46,,,0,
0.3,nugget0,range_only,x4,2,47,,,0,
0.3,nugget0,range_only,x4,2,48,,,0,
0.3,nugget0,range_only,x4,2,49,,,0,
0.3,nugget0,range_only,x4,2,50,,,0,
0.3,nugget0,range_only,x4,2,51,,,0,
0.3,nugget0,range_only,x4,2,52,,,0,
0.3,nugget0,range_only,x4,2,53,,,0,
0.3,nugget0,range_only,x4,2,54,,,0,
0.3,nugget0,range_only,x4,2,55,,,0,
0.3,nugget0,range_only,x4,2,56,,,0,
0.3,nugget0,range_only,x4,2,57,,,0,
0.3,nugget0,range_only,x4,2,58,,,0,
0.3,nugget0,range_only,x4,2,59,,,0,
0.3,nugget0,range_only,x4,2,60,,,0,
0.3,nugget0,range_only,x4,2,61,,,0,
0.3,nugget0,range_only,x4,2,62,,,0,
0.3,nugget0,range_only,x4,2,63,,,0,
0.3,nugget0,range_only,x4,2,64,,,0,
0.3,nugget0,range_only,x4,2,65,,,0,
0.3,nugget0,range_only,x4,2,66,,,0,
0.3,nugget0,range_only,x4,2,67,,,0,
0.3,nugget0,range_only,x4,2,68,,,0,
0.3,nugget0,range_only,x4,2,69,,,0,
0.3,nugget0,range_only,x4,4,0,0.5729014104765542,67.65378886240319,8,19.908324014060256
0.3,nugget0,range_only,x4,4,1,1.7187042314296626,96.49642667743521,8,19.908324014060256
0.3,nugget0,range_only,x4,4,2,2.8645070523827707,63.95384262655157,8,19.908324014060256
0.3,nugget0,range_only,x4,4,3,4.0103098733358795,44.23969430624622,8,19.908324014060256
0.3,nugget0,range_only,x4,4,4,5.156112694288987,25.011916303536573,8,19.908324014060256
0.3,nugget0,range_only,x4,4,5,6.301915515242095,17.318215273400543,8,19.908324014060256
0.3,nugget0,range_only,x4,4,6,7.447718336195205,13.140922979939639,8,19.908324014060256
0.3,nugget0,range_only,x4,4,7,8.593521157148313,11.818892307901686,8,19.908324014060256
0.3,nugget0,range_only,x4,4,8,9.739323978101421,10.088321241128247,8,19.908324014060256
0.3,nugget0,range_only,x4,4,9,10.885126799054529,8.518034449726086,8,19.908324014060256
0.3,nugget0,range_only,x4,4,10,12.030929620007637,7.548846835303121,8,19.908324014060256
0.3,nugget0,range_only,x4,4,11,13.176732440960746,6.832075274000783,8,19.908324014060256
0.3,nugget0,range_only,x4,4,12,14.322535261913854,7.220339011319771,8,19.908324014060256
0.3,nugget0,range_only,x4,4,13,15.468338082866964,7.266354780965704,8,19.908324014060256
0.3,nugget0,range_only,x4,4,14,16.614140903820072,7.880789373261009,8,19.908324014060256
0.3,nugget0,range_only,x4,4,15,17.75994372477318,8.094231362443841,8,19.908324014060256
0.3,nugget0,range_only,x4,4,16,18.905746545726288,8.207214555049388,8,19.908324014060256
0.3,nugget0,range_only,x4,4,17,,,0,
0.3,nugget0,range_only,x4,4,18,,,0,
0.3,nugget0,range_only,x4,4,19,,,0,
0.3,nugget0,range_only,x4,4,20,,,0,
0.3,nugget0,range_only,x4,4,21,,,0,
0.3,nugget0,range_only,x4,4,22,,,0,
0.3,nugget0,range_only,x4,4,23,,,0,
0.3,nugget0,range_only,x4,4,24,,,0,
0.3,nugget0,range_only,x4,4,25,,,0,
0.3,nugget0,range_only,x4,4,26,,,0,
0.3,nugget0,range_only,x4,4,27,,,0,
0.3,nugget0,range_only,x4,4,28,,,0,
0.3,nugget0,range_only,x4,4,29,,,0,
0.3,nugget0,range_only,x4,4,30,,,0,
0.3,nugget0,range_only,x4,4,31,,,0,
0.3,nugget0,range_only,x4,4,32,,,0,
0.3,nugget0,range_only,x4,4,33,,,0,
0.3,nugget0,range_only,x4,4,34,,,0,
0.3,nugget0,range_only,x4,4,35,,,0,
0.3,nugget0,range_only,x4,4,36,,,0,
0.3,nugget0,range_only,x4,4,37,,,0,
0.3,nugget0,range_only,x4,4,38,,,0,
0.3,nugget0,range_only,x4,4,39,,,0,
0.3,nugget0,range_only,x4,4,40,,,0,
0.3,nugget0,range_only,x4,4,41,,,0,
0.3,nugget0,range_only,x4,4,42,,,0,
0.3,nugget0,range_only,x4,4,43,,,0,
0.3,nugget0,range_only,x4,4,44,,,0,
0.3,nugget0,range_only,x4,4,45,,,0,
0.3,nugget0,range_only,x4,4,46,,,0,
0.3,nugget0,range_only,x4,4,47,,,0,
0.3,nugget0,range_only,x4,4,48,,,0,
0.3,nugget0,range_only,x4,4,49,,,0,
0.3,nugget0,range_only,x4,4,50,,,0,
0.3,nugget0,range_only,x4,4,51,,,0,
0.3,nugget0,range_only,x4,4,52,,,0,
0.3,nugget0,range_only,x4,4,53,,,0,
0.3,nugget0,range_only,x4,4,54,,,0,
0.3,nugget0,range_only,x4,4,55,,,0,
0.3,nugget0,range_only,x4,4,56,,,0,
0.3,nugget0,range_only,x4,4,57,,,0,
0.3,nugget0,range_only,x4,4,58,,,0,
0.3,nugget0,range_only,x4,4,59,,,0,
0.3,nugget0,range_only,x4,4,60,,,0,
0.3,nugget0,range_only,x4,4,61,,,0,
0.3,nugget0,range_only,x4,4,62,,,0,
0.3,nugget0,range_only,x4,4,63,,,0,
0.3,nugget0,range_only,x4,4,64,,,0,
0.3,nugget0,range_only,x4,4,65,,,0,
0.3,nugget0,range_only,x4,4,66,,,0,
0.3,nugget0,range_only,x4,4,67,,,0,
0.3,nugget0,range_only,x4,4,68,,,0,
0.3,nugget0,range_only,x4,4,69,,,0,
0.3,nugget0,range_only,x4,8,0,,,0,
0.3,nugget0,range_only,x4,8,1,,,0,
0.3,nugget0,range_only,x4,8,2,,,0,
0.3,nugget0,range_only,x4,8,3,,,0,
0.3,nugget0,range_only,x4,8,4,,,0,
0.3,nugget0,range_only,x4,8,5,,,0,
0.3,nugget0,range_only,x4,8,6,,,0,
0.3,nugget0,range_only,x4,8,7,,,0,
0.3,nugget0,range_only,x4,8,8,,,0,
0.3,nugget0,range_only,x4,8,9,,,0,
0.3,nugget0,range_only,x4,8,10,,,0,
0.3,nugget0,range_only,x4,8,11,,,0,
0.3,nugget0,range_only,x4,8,12,,,0,
0.3,nugget0,range_only,x4,8,13,,,0,
0.3,nugget0,range_only,x4,8,14,,,0,
0.3,nugget0,range_only,x4,8,15,,,0,
0.3,nugget0,range_only,x4,8,16,,,0,
0.3,nugget0,range_only,x4,8,17,,,0,
0.3,nugget0,range_only,x4,8,18,,,0,
0.3,nugget0,range_only,x4,8,19,,,0,
0.3,nugget0,range_only,x4,8,20,,,0,
0.3,nugget0,range_only,x4,8,21,,,0,
0.3,nugget0,range_only,x4,8,22,,,0,
0.3,nugget0,range_only,x4,8,23,,,0,
0.3,nugget0,range_only,x4,8,24,,,0,
0.3,nugget0,range_only,x4,8,25,,,0,
0.3,nugget0,range_only,x4,8,26,,,0,
0.3,nugget0,range_only,x4,8,27,,,0,
0.3,nugget0,range_only,x4,8,28,,,0,
0.3,nugget0,range_only,x4,8,29,,,0,
0.3,nugget0,range_only,x4,8,30,,,0,
0.3,nugget0,range_only,x4,8,31,,,0,
0.3,nugget0,range_only,x4,8,32,,,0,
0.3,nugget0,range_only,x4,8,33,,,0,
0.3,nugget0,range_only,x4,8,34,,,0,
0.3,nugget0,range_only,x4,8,35,,,0,
0.3,nugget0,range_only,x4,8,36,,,0,
0.3,nugget0,range_only,x4,8,37,,,0,
0.3,nugget0,range_only,x4,8,38,,,0,
0.3,nugget0,range_only,x4,8,39,,,0,
0.3,nugget0,range_only,x4,8,40,,,0,
0.3,nugget0,range_only,x4,8,41,,,0,
0.3,nugget0,range_only,x4,8,42,,,0,
