tile_y,tile_x,n,median_error,mean_error,median_error_pct,mean_error_pct,median_o3,mean_o3,median_vza,median_sza,year,file
0,3,4536,1.051983,0.980471,0.434391,0.407016,241.435417,241.370309,10.264062,39.666895,2022,20220701_0145.nc
0,4,4568,1.057538,1.010463,0.439298,0.420429,240.041412,240.545781,7.4161,38.111618,2022,20220701_0145.nc
0,5,4583,1.009954,0.969543,0.421177,0.403836,239.839386,240.076121,4.717049,36.613365,2022,20220701_0145.nc
0,6,4607,0.999927,0.941988,0.417033,0.39262,239.817856,240.008514,2.605204,35.169987,2022,20220701_0145.nc
0,7,4667,1.000535,0.955795,0.417554,0.397328,240.041061,240.52468,2.913685,33.763832,2022,20220701_0145.nc
1,0,4229,0.928053,0.950571,0.372103,0.384313,245.532928,248.550958,18.829014,43.127701,2022,20220701_0145.nc
1,1,4404,0.978051,1.047158,0.397418,0.421669,249.137817,248.493602,15.954369,41.423073,2022,20220701_0145.nc
1,2,4299,0.773208,0.904174,0.315379,0.364439,248.336121,247.704514,12.97732,39.699253,2022,20220701_0145.nc
1,3,4477,0.869039,0.940961,0.353476,0.381129,246.188507,246.636027,10.065774,38.069344,2022,20220701_0145.nc
1,4,4577,1.045646,1.017822,0.428384,0.416792,244.205765,244.335995,7.181223,36.468422,2022,20220701_0145.nc
1,5,4633,1.000745,0.96015,0.411864,0.394359,243.149734,243.582361,4.313609,34.903976,2022,20220701_0145.nc
1,6,4653,1.011647,0.956878,0.415519,0.391779,243.888306,244.321632,1.813708,33.376282,2022,20220701_0145.nc
1,7,4584,1.004614,1.009102,0.411084,0.411595,244.506149,244.867571,2.217644,31.912717,2022,20220701_0145.nc
2,0,4247,0.827898,0.904644,0.323213,0.351464,258.071014,257.196291,19.179234,41.767517,2022,20220701_0145.nc
2,1,4399,1.032347,1.169849,0.399582,0.45443,258.150757,257.726551,16.35673,39.999607,2022,20220701_0145.nc
2,2,4432,1.13449,1.26493,0.444177,0.49562,255.319016,254.994333,13.518521,38.264385,2022,20220701_0145.nc
2,3,3997,1.042255,1.314465,0.411236,0.520541,252.488739,252.361223,10.813286,36.554649,2022,20220701_0145.nc
2,4,4584,0.970043,0.953469,0.390448,0.383109,248.775948,248.930785,8.112796,34.913839,2022,20220701_0145.nc
2,5,4429,0.930651,1.018201,0.374317,0.406995,249.123077,249.602422,5.726949,33.309525,2022,20220701_0145.nc
2,6,4548,0.946753,1.007674,0.381243,0.403482,248.153458,249.24286,4.091517,31.694365,2022,20220701_0145.nc
2,7,4613,1.011176,1.005332,0.408815,0.405623,247.306808,247.721048,4.30387,30.16017,2022,20220701_0145.nc
3,0,3989,0.772728,0.992976,0.299761,0.383245,258.889221,258.858499,19.90324,40.502483,2022,20220701_0145.nc
3,1,4306,1.53809,1.543142,0.594165,0.596359,258.650497,258.813837,17.235964,38.694733,2022,20220701_0145.nc
3,2,4387,0.992991,1.162969,0.388337,0.451589,257.558563,257.179231,14.62253,36.926315,2022,20220701_0145.nc
3,3,4365,0.887032,0.957061,0.347506,0.374264,255.361588,255.714168,12.134958,35.145054,2022,20220701_0145.nc
3,4,4453,0.884355,0.894537,0.348221,0.351591,254.187439,254.482966,9.855451,33.440754,2022,20220701_0145.nc
3,5,4407,1.060737,1.029977,0.42104,0.409283,251.375793,251.758049,7.999672,31.776421,2022,20220701_0145.nc
3,6,4476,0.991454,1.002648,0.395617,0.39896,250.576515,251.062845,6.926286,30.093029,2022,20220701_0145.nc
3,7,4409,0.973913,1.061105,0.390199,0.421416,250.047287,251.202095,6.996702,28.515932,2022,20220701_0145.nc
0,0,4283,1.005177,0.972451,0.415674,0.400119,242.472717,243.345709,18.929663,34.232624,2022,20220701_0245.nc
0,1,4182,0.668259,0.754476,0.274698,0.310964,241.489159,243.0374,15.994627,32.836185,2022,20220701_0245.nc
0,2,4453,0.784157,0.785875,0.325702,0.32509,241.186935,241.810122,13.133171,31.588806,2022,20220701_0245.nc
0,3,4524,0.903924,0.870694,0.375043,0.360073,241.600662,241.952426,10.265689,30.376581,2022,20220701_0245.nc
0,4,4544,0.946802,0.904648,0.39319,0.375259,240.77562,241.156599,7.427907,29.26541,2022,20220701_0245.nc
0,5,4570,0.923871,0.908146,0.385577,0.378036,239.752197,240.062991,4.719691,28.262058,2022,20220701_0245.nc
0,6,4648,0.926431,0.891968,0.38746,0.371586,239.77652,240.021539,2.604325,27.366113,2022,20220701_0245.nc
0,7,4650,0.957515,0.898694,0.400579,0.374874,239.498146,239.824595,2.905367,26.570206,2022,20220701_0245.nc
1,0,4245,1.024451,0.984843,0.416644,0.39876,245.301865,247.745858,18.817902,32.425797,2022,20220701_0245.nc
1,1,4421,0.821042,0.915918,0.329394,0.367624,248.853668,249.050201,15.943156,30.989067,2022,20220701_0245.nc
1,2,4338,0.721517,0.885575,0.291717,0.355727,248.95829,248.382209,12.976584,29.601278,2022,20220701_0245.nc
1,3,4529,0.828532,0.959055,0.336897,0.387398,246.155029,246.944912,10.065138,28.340137,2022,20220701_0245.nc
1,4,4541,0.974335,0.949543,0.398809,0.388241,244.440903,244.610303,7.171516,27.142941,2022,20220701_0245.nc
1,5,4646,0.924474,0.916142,0.38003,0.375188,243.636276,244.132277,4.30562,26.049978,2022,20220701_0245.nc
1,6,4610,0.936631,0.927109,0.383409,0.378057,244.367249,245.043639,1.81718,25.071347,2022,20220701_0245.nc
1,7,4507,0.949406,0.966354,0.388299,0.394144,244.66127,244.834568,2.227734,24.262262,2022,20220701_0245.nc
2,0,4281,0.964017,1.043708,0.374017,0.404882,258.651855,257.389513,19.173962,30.686728,2022,20220701_0245.nc
2,1,4348,0.859186,1.02637,0.334659,0.398215,258.583496,257.644754,16.352456,29.168977,2022,20220701_0245.nc
2,2,4422,0.887582,1.128114,0.353599,0.444392,253.57196,253.409102,13.521503,27.727402,2022,20220701_0245.nc
2,3,4038,1.392603,1.535145,0.547863,0.605242,252.902771,252.990802,10.718654,26.351442,2022,20220701_0245.nc
2,4,4599,0.90209,0.887458,0.362765,0.356661,248.618744,248.829039,8.113976,25.107204,2022,20220701_0245.nc
2,5,4561,0.910342,0.961705,0.367348,0.385512,248.097275,248.885126,5.765742,23.933039,2022,20220701_0245.nc
2,6,4594,0.898338,0.957686,0.3627,0.384025,248.211349,249.041802,4.096113,22.879195,2022,20220701_0245.nc
2,7,4630,0.898892,0.927489,0.363161,0.374083,247.474731,247.71395,4.315851,21.940479,2022,20220701_0245.nc
3,0,4070,0.882408,1.196023,0.341086,0.459719,260.052551,259.727115,19.927287,29.086958,2022,20220701_0245.nc
3,1,4324,1.281407,1.350832,0.495197,0.521536,258.844116,258.501351,17.244925,27.477713,2022,20220701_0245.nc
3,2,4375,0.905575,1.004343,0.355887,0.39201,256.003357,255.877892,14.623926,25.960554,2022,20220701_0245.nc
3,3,4414,0.946721,1.046632,0.372486,0.409501,254.60154,255.213149,12.113031,24.476362,2022,20220701_0245.nc
3,4,4477,0.848257,0.858747,0.334378,0.337616,253.986023,254.461663,9.841677,23.13106,2022,20220701_0245.nc
3,5,4504,0.940836,0.929778,0.374235,0.36884,251.509438,252.115301,7.992617,21.874383,2022,20220701_0245.nc
3,6,4497,0.872091,0.915825,0.348096,0.364354,250.52713,251.004036,6.931078,20.696226,2022,20220701_0245.nc
3,7,4416,0.825943,0.971703,0.330991,0.385748,250.102592,251.101305,6.992087,19.728588,2022,20220701_0245.nc
0,0,4267,0.763976,0.786324,0.311414,0.321103,243.934052,245.296543,18.930191,26.409639,2022,20220701_0345.nc
0,1,4254,0.606027,0.703325,0.24859,0.287817,242.904449,244.276929,15.995501,25.784509,2022,20220701_0345.nc
0,2,4434,0.705672,0.736819,0.291979,0.304502,241.01059,241.906251,13.126807,25.343572,2022,20220701_0345.nc
0,3,4509,0.85325,0.905753,0.354269,0.372907,241.765366,242.296862,10.266038,25.02179,2022,20220701_0345.nc
0,4,4528,0.91272,0.886854,0.378753,0.367091,240.901932,241.409764,7.424858,24.877425,2022,20220701_0345.nc
0,5,4609,0.890142,0.904516,0.372201,0.376431,239.665878,240.020148,4.718091,24.897091,2022,20220701_0345.nc
0,6,4640,0.898647,0.88141,0.375593,0.367406,239.640282,239.840586,2.593163,25.078455,2022,20220701_0345.nc
0,7,4655,0.955064,0.920949,0.39861,0.383065,240.339996,240.402715,2.913751,25.405756,2022,20220701_0345.nc
1,0,4285,0.996248,0.965597,0.402923,0.390425,245.241913,247.924729,18.818455,24.08728,2022,20220701_0345.nc
1,1,4443,0.802672,0.896088,0.322001,0.3589,248.967041,249.543943,15.922215,23.396179,2022,20220701_0345.nc
1,2,4391,0.729926,0.944727,0.294464,0.379213,248.957764,248.491722,12.969003,22.864492,2022,20220701_0345.nc
1,3,4517,0.877285,1.079724,0.358177,0.434955,245.959396,247.048053,10.066786,22.560663,2022,20220701_0345.nc
1,4,4533,0.938505,0.932576,0.383472,0.380468,244.736694,245.017878,7.165092,22.379869,2022,20220701_0345.nc
1,5,4621,0.903694,0.936492,0.370665,0.382855,244.178818,244.521095,4.304205,22.385035,2022,20220701_0345.nc
1,6,4482,0.901484,0.95745,0.368592,0.387893,245.171928,246.157107,1.811909,22.631267,2022,20220701_0345.nc
1,7,4592,0.936788,0.918917,0.381806,0.374139,245.490616,245.518582,2.209261,22.977263,2022,20220701_0345.nc
2,0,4277,0.970635,1.057255,0.378878,0.410629,258.124634,256.994295,19.17804,21.738625,2022,20220701_0345.nc
2,1,4331,0.91555,1.081541,0.359813,0.419264,259.020447,257.430546,16.353333,21.014513,2022,20220701_0345.nc
2,2,4426,0.815571,1.016641,0.325648,0.401801,252.644371,252.556254,13.527546,20.447445,2022,20220701_0345.nc
2,3,4165,1.321421,1.475838,0.518098,0.580801,253.487793,253.38917,10.732911,20.043829,2022,20220701_0345.nc
2,4,4571,0.845743,0.837404,0.340424,0.336277,248.848709,248.976115,8.123117,19.887749,2022,20220701_0345.nc
2,5,4553,0.859868,0.86779,0.345766,0.348071,248.476822,249.169601,5.779063,19.890184,2022,20220701_0345.nc
2,6,4642,0.847864,0.918543,0.341704,0.367627,248.825165,249.398167,4.094815,20.146749,2022,20220701_0345.nc
2,7,4624,0.882232,0.950078,0.355804,0.381609,248.089188,248.574749,4.327201,20.54458,2022,20220701_0345.nc
3,0,4165,1.167709,1.364056,0.447131,0.522844,260.660217,260.372593,19.930834,19.51947,2022,20220701_0345.nc
3,1,4342,1.07117,1.257507,0.414382,0.484713,259.381943,258.345601,17.249705,18.662714,2022,20220701_0345.nc
3,2,4369,0.939178,1.029138,0.36918,0.401867,255.10643,255.65873,14.630996,18.04879,2022,20220701_0345.nc
3,3,4438,0.891874,0.997276,0.351339,0.391628,253.739464,254.295597,12.109977,17.582045,2022,20220701_0345.nc
3,4,4466,0.794577,0.802821,0.312398,0.31559,253.961433,254.410522,9.842203,17.391923,2022,20220701_0345.nc
3,5,4554,0.825351,0.86,0.327297,0.339968,252.12648,252.819582,7.999374,17.412854,2022,20220701_0345.nc
3,6,4496,0.769393,0.833662,0.305888,0.330621,251.446808,251.790408,6.943753,17.650513,2022,20220701_0345.nc
3,7,4520,0.788478,0.974214,0.315118,0.384688,251.09346,252.217734,7.021773,18.153844,2022,20220701_0345.nc
0,0,4286,0.637621,0.681712,0.259245,0.277313,244.858719,245.971357,18.932399,25.479741,2022,20220701_0445.nc
0,1,4351,0.660578,0.797557,0.269237,0.323517,244.877304,246.018846,16.000895,26.020674,2022,20220701_0445.nc
0,2,4443,0.67417,0.73153,0.279374,0.302084,240.999237,241.986652,13.126403,26.716724,2022,20220701_0445.nc
0,3,4475,0.883001,0.999622,0.366581,0.409953,241.866119,242.855705,10.251286,27.497137,2022,20220701_0445.nc
0,4,4535,0.911821,0.920712,0.377535,0.379219,241.919235,242.444455,7.419986,28.424114,2022,20220701_0445.nc
0,5,4575,0.923783,0.93505,0.384018,0.388117,240.255875,240.65638,4.710976,29.469236,2022,20220701_0445.nc
0,6,4633,0.941248,0.921546,0.392039,0.382628,240.409317,240.806244,2.59055,30.599957,2022,20220701_0445.nc
0,7,4656,0.994471,0.945998,0.413563,0.391975,241.378387,241.343483,2.920076,31.818869,2022,20220701_0445.nc
1,0,4328,0.933386,0.935806,0.37637,0.376703,246.013504,248.675895,18.812998,23.07444,2022,20220701_0445.nc
1,1,4330,0.753608,0.871742,0.301056,0.347254,250.610985,250.638375,15.906914,23.654114,2022,20220701_0445.nc
1,2,4354,0.80659,1.040417,0.32556,0.416509,249.428558,248.722139,12.971816,24.359833,2022,20220701_0445.nc
1,3,4501,0.8913,1.134544,0.363347,0.456659,246.229233,247.32326,10.110491,25.255156,2022,20220701_0445.nc
1,4,4542,0.948463,0.968638,0.387947,0.394663,244.636467,245.157801,7.166388,26.267376,2022,20220701_0445.nc
1,5,4574,0.914884,0.921214,0.374318,0.375446,244.949593,245.260532,4.297546,27.370045,2022,20220701_0445.nc
1,6,4456,0.943588,1.002813,0.384347,0.404556,246.180176,247.275791,1.812004,28.614802,2022,20220701_0445.nc
1,7,4624,1.002401,0.963634,0.406658,0.390953,246.536217,246.482933,2.213673,29.866714,2022,20220701_0445.nc
2,0,4323,1.116157,1.210041,0.440539,0.472233,257.188782,255.293963,19.169891,20.655033,2022,20220701_0445.nc
2,1,4305,0.936745,1.168752,0.36686,0.452742,258.999908,257.373315,16.338516,21.293232,2022,20220701_0445.nc
2,2,4439,0.854173,0.99197,0.340642,0.391984,252.473938,252.465934,13.538471,22.106947,2022,20220701_0445.nc
2,3,4400,1.128112,1.383705,0.44164,0.542541,254.012505,254.017214,10.736254,23.061697,2022,20220701_0445.nc
2,4,4485,0.854366,0.853302,0.342973,0.341627,249.38739,249.653745,8.099973,24.142715,2022,20220701_0445.nc
2,5,4624,0.894792,0.88146,0.359726,0.353398,248.921959,249.452371,5.763754,25.333645,2022,20220701_0445.nc
2,6,4476,0.929457,0.989765,0.374057,0.394709,249.3312,250.306689,4.101108,26.642622,2022,20220701_0445.nc
2,7,4607,0.956542,0.942724,0.3846,0.377551,249.238495,249.608556,4.347042,28.006161,2022,20220701_0445.nc
3,0,4266,1.489792,1.589772,0.570638,0.609442,260.707489,260.49083,19.95406,18.255057,2022,20220701_0445.nc
3,1,4338,1.275845,1.518233,0.489779,0.584389,259.864731,258.762595,17.249028,18.968784,2022,20220701_0445.nc
3,2,4380,0.8918,1.00575,0.352122,0.393137,254.152122,255.370613,14.628172,19.86264,2022,20220701_0445.nc
3,3,4387,0.858362,1.125064,0.337698,0.439239,254.692108,255.358955,12.132961,20.907785,2022,20220701_0445.nc
3,4,4443,0.781154,0.802844,0.307096,0.315307,254.267563,254.585581,9.852802,22.096462,2022,20220701_0445.nc
3,5,4540,0.885755,0.943678,0.351158,0.371348,252.944359,253.720791,7.999122,23.38404,2022,20220701_0445.nc
3,6,4573,0.913417,0.925824,0.362813,0.366707,251.851212,252.313414,6.937949,24.763718,2022,20220701_0445.nc
3,7,4549,0.873951,1.013617,0.347993,0.398852,252.39801,253.364186,7.048835,26.228815,2022,20220701_0445.nc
0,0,4256,0.637271,0.702105,0.258326,0.28474,246.189133,246.449201,18.931201,32.065905,2022,20220701_0545.nc
0,1,4341,0.672144,0.806901,0.274922,0.3281,244.24614,245.342949,16.003231,33.400291,2022,20220701_0545.nc
0,2,4434,0.727135,0.765889,0.301809,0.317267,240.452515,241.339833,13.125748,34.816353,2022,20220701_0545.nc
0,3,4472,0.941911,1.084798,0.391917,0.44531,242.100929,242.763208,10.251953,36.247702,2022,20220701_0545.nc
0,4,4555,0.957874,0.980441,0.397135,0.404615,241.453827,241.984595,7.425303,37.743443,2022,20220701_0545.nc
0,5,4567,0.971376,0.971119,0.401615,0.40155,241.571793,241.807438,4.714272,39.290451,2022,20220701_0545.nc
0,6,4647,1.0263,0.991138,0.425035,0.409688,241.784683,241.968976,2.583547,40.860638,2022,20220701_0545.nc
0,7,4630,1.087975,1.026212,0.450561,0.424421,241.64389,241.841402,2.903755,42.479595,2022,20220701_0545.nc
1,0,4332,0.966976,0.971723,0.390577,0.392666,245.177971,247.719635,18.814355,30.172812,2022,20220701_0545.nc
1,1,4367,0.798433,0.932003,0.320962,0.37148,249.853363,250.048478,15.908278,31.56016,2022,20220701_0545.nc
1,2,4375,0.83096,1.005828,0.336688,0.402132,249.652939,249.247337,12.974587,32.988796,2022,20220701_0545.nc
1,3,4442,0.944944,1.125401,0.383813,0.453408,246.743797,247.480522,10.097522,34.529985,2022,20220701_0545.nc
1,4,4547,1.022288,1.049316,0.418371,0.427903,244.577774,244.976235,7.153497,36.106865,2022,20220701_0545.nc
1,5,4571,0.998239,0.992401,0.407929,0.404325,245.090927,245.400905,4.297668,37.6936,2022,20220701_0545.nc
1,6,4534,0.9982,1.081666,0.40615,0.436285,246.338089,247.286676,1.82528,39.32869,2022,20220701_0545.nc
1,7,4581,1.077993,1.03381,0.436991,0.418942,246.726379,246.834887,2.208128,40.974342,2022,20220701_0545.nc
2,0,4334,1.223602,1.374662,0.486209,0.536827,257.358398,254.755214,19.164954,28.312642,2022,20220701_0545.nc
2,1,4317,1.547139,1.61672,0.595885,0.623395,259.550415,258.795019,16.340101,29.779148,2022,20220701_0545.nc
2,2,4411,0.851471,0.973023,0.338662,0.384886,252.223083,252.38736,13.538474,31.308678,2022,20220701_0545.nc
2,3,4530,0.845194,1.106274,0.335502,0.434216,253.628555,253.919737,10.758693,32.892426,2022,20220701_0545.nc
2,4,4479,0.939162,0.957829,0.377322,0.383039,249.462112,249.855051,8.098931,34.516434,2022,20220701_0545.nc
2,5,4521,0.996942,0.966868,0.401701,0.387766,248.762024,249.381146,5.75003,36.175484,2022,20220701_0545.nc
2,6,4365,1.022547,1.044148,0.409802,0.415095,250.503448,251.275783,4.132542,37.859005,2022,20220701_0545.nc
2,7,4589,1.055786,1.018147,0.423479,0.407179,249.784973,250.073137,4.331453,39.582859,2022,20220701_0545.nc
3,0,4263,1.76998,1.79919,0.680154,0.692736,259.559326,259.480975,19.964357,26.540642,2022,20220701_0545.nc
3,1,4335,2.026962,2.000273,0.77747,0.769876,259.766144,259.485415,17.243584,28.10108,2022,20220701_0545.nc
3,2,4374,0.970437,1.063431,0.382859,0.416783,253.53331,254.646052,14.624032,29.701624,2022,20220701_0545.nc
3,3,4440,0.908506,1.160589,0.356678,0.452362,255.166962,255.893975,12.125625,31.344935,2022,20220701_0545.nc
3,4,4449,0.863794,0.865324,0.338815,0.339034,254.977325,255.339685,9.850801,33.037674,2022,20220701_0545.nc
3,5,4539,1.015398,1.043205,0.401676,0.409918,253.332382,254.119306,8.004086,34.73856,2022,20220701_0545.nc
3,6,4500,1.02975,0.992282,0.408294,0.392694,252.328934,252.682403,6.94747,36.473518,2022,20220701_0545.nc
3,7,4549,0.933932,0.997184,0.36985,0.391963,253.107025,254.116686,7.042374,38.245796,2022,20220701_0545.nc
0,0,4286,0.683189,0.748114,0.278234,0.303895,246.003937,246.033864,18.93411,42.819201,2022,20220701_0645.nc
0,1,4261,0.663181,0.775151,0.272717,0.316297,243.532089,244.660771,16.005249,44.476841,2022,20220701_0645.nc
0,2,4396,0.848082,0.861041,0.352264,0.356201,241.027458,241.884194,13.116967,46.213846,2022,20220701_0645.nc
0,3,4398,0.998717,1.059335,0.414195,0.435584,242.378036,242.841702,10.240389,47.913164,2022,20220701_0645.nc
0,4,4492,1.091727,1.049045,0.452057,0.433519,241.391373,241.987203,7.444884,49.653778,2022,20220701_0645.nc
0,5,4572,1.106358,1.059264,0.456086,0.43615,242.663933,242.991675,4.700602,51.396952,2022,20220701_0645.nc
0,6,4600,1.223837,1.135027,0.505505,0.467997,242.509529,242.632834,2.577651,53.159372,2022,20220701_0645.nc
0,7,4583,1.337477,1.244866,0.550591,0.512405,242.942886,243.046903,2.903405,54.95763,2022,20220701_0645.nc
1,0,4344,0.851942,0.908007,0.341819,0.366257,245.273979,248.302017,18.818325,41.355156,2022,20220701_0645.nc
1,1,4367,0.861107,0.95794,0.347275,0.382897,249.478851,249.676621,15.913354,43.071098,2022,20220701_0645.nc
1,2,4331,0.825996,0.946624,0.334478,0.379611,249.146744,248.834546,12.976947,44.802235,2022,20220701_0645.nc
1,3,4506,1.062957,1.188162,0.431056,0.477358,247.89386,248.383089,10.078692,46.551847,2022,20220701_0645.nc
1,4,4514,1.154726,1.124901,0.472915,0.4593,244.339417,244.878796,7.174322,48.33452,2022,20220701_0645.nc
1,5,4552,1.147944,1.093331,0.468656,0.444898,245.600449,245.859995,4.31198,50.12112,2022,20220701_0645.nc
1,6,4435,1.120304,1.117289,0.454871,0.450885,247.233765,247.918573,1.79829,51.944786,2022,20220701_0645.nc
1,7,4602,1.266719,1.173768,0.511658,0.474194,247.38488,247.701356,2.205213,53.723827,2022,20220701_0645.nc
2,0,4307,1.307981,1.456854,0.509226,0.567651,257.516479,255.481652,19.17835,39.943798,2022,20220701_0645.nc
2,1,4332,2.004882,1.908993,0.770594,0.736303,259.131454,259.068636,16.335843,41.708956,2022,20220701_0645.nc
2,2,4436,0.893416,0.964756,0.354776,0.382274,251.825546,252.302236,13.548939,43.472767,2022,20220701_0645.nc
2,3,4573,0.845382,0.941258,0.332976,0.369859,254.23053,254.31589,10.752504,45.281834,2022,20220701_0645.nc
2,4,4494,1.041728,1.024459,0.416379,0.409026,250.199875,250.448256,8.093639,47.091833,2022,20220701_0645.nc
2,5,4592,1.169224,1.10421,0.471014,0.442529,249.043938,249.75981,5.74555,48.909954,2022,20220701_0645.nc
2,6,4254,1.224851,1.16632,0.489506,0.464536,250.67897,251.151284,4.191482,50.709904,2022,20220701_0645.nc
2,7,4569,1.314456,1.21362,0.525577,0.484397,250.515808,250.664575,4.323178,52.588806,2022,20220701_0645.nc
3,0,4261,1.975725,1.910793,0.761828,0.736625,259.31781,259.317079,19.955013,38.617962,2022,20220701_0645.nc
3,1,4360,2.448985,2.349554,0.947296,0.908848,258.479019,258.523719,17.246799,40.429918,2022,20220701_0645.nc
3,2,4352,1.081555,1.170971,0.425542,0.456188,255.762314,256.086562,14.6331,42.234934,2022,20220701_0645.nc
3,3,4466,0.95028,1.028139,0.370887,0.399852,256.528107,256.880638,12.102664,44.085049,2022,20220701_0645.nc
3,4,4489,0.907623,0.920415,0.355461,0.359493,255.906052,256.1571,9.858243,45.913132,2022,20220701_0645.nc
3,5,4403,1.1526,1.147021,0.45363,0.449254,254.219513,255.095791,7.992264,47.756016,2022,20220701_0645.nc
3,6,4523,1.168305,1.088376,0.460825,0.428805,253.552643,253.996429,6.93726,49.604347,2022,20220701_0645.nc
3,7,4561,0.99928,1.011035,0.393055,0.398096,253.689621,254.397582,7.045506,51.482967,2022,20220701_0645.nc
0,0,4264,0.756925,0.81478,0.307572,0.332135,245.070007,245.767776,18.92836,55.324589,2022,20220701_0745.nc
0,1,4249,0.728619,0.810782,0.297244,0.331685,243.956482,244.804009,16.015911,57.122684,2022,20220701_0745.nc
0,2,4450,1.217838,1.128935,0.502859,0.46465,242.535797,243.509943,13.110926,58.999668,2022,20220701_0745.nc
0,3,4384,1.08214,1.057377,0.443348,0.433633,243.980576,244.137616,10.215608,60.832378,2022,20220701_0745.nc
0,4,4320,1.520752,1.358185,0.62422,0.55746,243.396423,244.082779,7.427427,62.694265,2022,20220701_0745.nc
0,5,4561,1.690198,1.533116,0.693546,0.628266,244.023148,244.237753,4.706594,64.510689,2022,20220701_0745.nc
0,6,4522,1.897253,1.713222,0.777853,0.701883,244.110268,244.214618,2.59316,66.363495,2022,20220701_0745.nc
