year,month,day_num,direction,lag,mean_over_7_pairs,mean_pair_count,pair_1_2,n_pairs_1_2,pair_2_3,n_pairs_2_3,pair_3_4,n_pairs_3_4,pair_4_5,n_pairs_4_5,pair_5_6,n_pairs_5_6,pair_6_7,n_pairs_6_7,pair_7_8,n_pairs_7_8
2022,7,1,lon,-0.0630,4.7753,17785.4286,4.1530,17923,4.9659,17896,5.6193,17833,5.2725,17800,4.9735,17825,4.6205,17750,3.8224,17471.0000
2022,7,1,lon,0.0000,4.5010,17897.0000,4.0293,18037,4.5764,18013,5.0056,17946,4.8370,17915,4.6222,17935,4.4890,17862,3.9476,17571.0000
2022,7,1,lon,0.0630,5.0042,17795.8571,4.3249,17932,5.2751,17908,5.6926,17840,5.6001,17813,5.1121,17842,4.8725,17767,4.1521,17469.0000
2022,7,1,lon,0.1260,5.3054,17683.1429,4.4645,17818,5.4241,17794,6.0951,17725,6.0738,17698,5.5308,17727,5.2246,17653,4.3247,17367.0000
2022,7,1,lon,0.1800,5.4822,17569.8571,4.5095,17704,5.5883,17680,6.3565,17611,6.3237,17584,5.7299,17614,5.4551,17536,4.4124,17260.0000
2022,7,1,lon,0.3690,5.7351,17229.0000,4.5547,17362,5.7896,17338,6.4953,17269,6.6965,17242,6.2399,17271,5.8210,17202,4.5488,16919.0000
2022,7,1,lon,0.5580,5.8697,16887.4286,4.7188,17022,5.8414,16996,6.6914,16927,6.8249,16900,6.4819,16931,5.8881,16859,4.6417,16577.0000
2022,7,1,lon,0.7470,5.9104,16547.7143,4.6814,16681,5.8891,16655,6.6524,16586,6.9510,16558,6.5669,16591,5.8976,16514,4.7344,16249.0000
2022,7,1,lon,0.9360,5.9778,16210.0000,4.6698,16340,5.9562,16316,6.8821,16245,7.1295,16217,6.6551,16251,5.7822,16173,4.7696,15928.0000
2022,7,1,lon,1.1250,6.0358,15873.0000,4.6916,15998,5.9249,15974,6.9452,15906,7.3247,15876,6.6478,15909,5.9543,15837,4.7623,15611.0000
2022,7,1,lon,1.3140,6.0668,15534.5714,4.8011,15656,5.9767,15634,7.0562,15569,7.3184,15534,6.4464,15567,5.9127,15501,4.9561,15281.0000
2022,7,1,lon,1.5030,6.1397,15198.5714,4.7585,15314,5.9689,15293,7.0915,15228,7.5077,15193,6.6368,15226,5.9736,15167,5.0408,14969.0000
2022,7,1,lon,1.6920,6.2145,14859.5714,4.8213,14983,5.9910,14952,7.0916,14887,7.5260,14852,6.7404,14885,6.1150,14836,5.2157,14622.0000
2022,7,1,lon,1.8810,6.2556,14520.8571,4.7438,14641,5.8626,14610,7.1519,14547,7.6102,14510,6.9380,14543,6.1761,14498,5.3068,14297.0000
2022,7,2,lat,-2.1560,18.0694,9884.8571,18.2791,9326,17.3687,9732,17.7416,9946,17.9558,10079,18.9549,10097,18.9664,9983,17.2193,10031.0000
2022,7,2,lat,-1.9360,16.3006,10647.0000,16.4606,10018,15.4529,10465,16.0361,10714,16.6811,10854,17.2382,10887,16.9176,10771,15.3179,10820.0000
2022,7,2,lat,-1.7160,14.7569,11402.8571,14.9699,10682,13.8533,11176,14.6078,11463,15.1737,11643,15.8940,11680,15.2482,11565,13.5515,11611.0000
2022,7,2,lat,-1.4960,13.2612,12183.0000,13.4298,11470,12.5667,11929,13.2442,12235,13.6347,12434,14.2390,12472,13.5264,12354,12.1876,12387.0000
2022,7,2,lat,-1.2760,11.9160,12955.7143,11.5802,12227,11.4298,12712,12.0143,13033,12.4692,13209,12.8170,13248,12.3372,13125,10.7644,13136.0000
2022,7,2,lat,-1.0560,10.8377,13726.4286,10.3650,13014,10.4838,13508,10.8720,13789,11.8416,13980,11.6225,14025,10.9528,13885,9.7262,13884.0000
2022,7,2,lat,-0.8360,9.9721,14497.0000,9.3748,13771,9.6177,14251,10.0350,14561,11.0325,14788,10.8876,14807,9.9010,14650,8.9558,14651.0000
2022,7,2,lat,-0.6160,9.0888,15244.5714,8.6406,14531,8.8272,15006,9.1912,15284,10.1548,15543,9.7441,15547,8.8827,15407,8.1811,15394.0000
2022,7,2,lat,-0.3960,8.3311,15972.5714,7.8705,15271,8.4661,15741,8.2055,16019,9.3865,16248,9.0551,16252,8.0513,16133,7.2826,16144.0000
2022,7,2,lat,-0.1760,7.5482,16744.7143,7.1508,16080,7.8981,16543,7.5500,16804,8.4916,17008,8.2353,16994,7.1918,16905,6.3199,16879.0000
2022,7,2,lat,-0.1320,7.4044,16905.0000,7.0043,16250,7.7279,16708,7.4883,16968,8.3449,17166,8.1420,17154,6.9579,17062,6.1652,17027.0000
2022,7,2,lat,-0.0440,6.9964,17225.2857,6.7462,16565,7.4347,17040,6.9532,17300,7.6756,17481,7.6677,17476,6.6628,17369,5.8345,17346.0000
2022,7,2,lat,0.0000,6.7130,17383.2857,6.5900,16717,7.1059,17199,6.5621,17463,7.3106,17645,7.4403,17636,6.2974,17525,5.6847,17498.0000
2022,7,2,lat,0.0440,6.8446,17233.1429,6.5914,16558,7.2812,17050,6.8539,17313,7.6066,17493,7.5244,17480,6.3467,17378,5.7082,17360.0000
2022,7,2,lat,0.1320,7.1136,16928.0000,6.6967,16228,7.4770,16745,7.3903,17009,7.8972,17188,7.9427,17174,6.5875,17088,5.8035,17064.0000
2022,7,2,lat,0.1760,7.1995,16769.8571,6.8499,16055,7.6221,16584,7.5021,16850,7.8542,17023,8.0438,17024,6.6704,16942,5.8540,16911.0000
2022,7,2,lat,0.3960,8.0240,16000.1429,7.8641,15304,8.5951,15812,8.2558,16080,8.4127,16228,8.5928,16243,7.6775,16196,6.7700,16138.0000
2022,7,2,lat,0.6160,8.8282,15259.5714,8.8776,14591,9.2387,15085,9.3433,15396,9.3282,15478,9.2052,15473,8.3851,15448,7.4193,15346.0000
2022,7,2,lat,0.8360,9.6175,14515.4286,9.6724,13874,9.9534,14396,10.3217,14638,10.2507,14707,9.9000,14719,9.1413,14714,8.0830,14560.0000
2022,7,2,lat,1.0560,10.4760,13737.0000,10.8691,13144,10.7357,13616,11.3787,13810,10.8774,13906,10.7069,13936,10.0354,13949,8.7291,13798.0000
2022,7,2,lat,1.2760,11.6646,12965.4286,12.2812,12379,12.2405,12859,12.2787,13042,11.6989,13112,11.6988,13155,11.4739,13169,9.9804,13042.0000
2022,7,2,lat,1.4960,12.9328,12191.4286,13.5754,11622,13.5963,12063,13.4498,12273,13.0052,12340,12.8813,12371,12.7169,12388,11.3047,12283.0000
2022,7,2,lat,1.7160,14.4847,11409.2857,15.4778,10866,15.0274,11301,14.7589,11472,14.8004,11544,14.0218,11579,14.3760,11602,12.9306,11501.0000
2022,7,2,lat,1.9360,16.0396,10644.1429,17.1892,10209,16.4210,10561,16.2522,10684,15.9788,10754,15.3248,10782,16.2772,10809,14.8343,10710.0000
2022,7,2,lat,2.1560,17.8964,9881.5714,19.0688,9549,18.3787,9807,18.2810,9909,17.6067,9964,17.0693,9993,18.0926,10026,16.7774,9923.0000
2022,7,2,lon,-1.8810,9.8238,14045.4286,10.5158,13434,10.0495,13856,10.7315,14126,10.1110,14210,9.8848,14268,9.8192,14215,7.6551,14209.0000
2022,7,2,lon,-1.6920,9.6288,14357.1429,10.1720,13693,9.8968,14148,10.4411,14431,10.1021,14536,9.6545,14612,9.7618,14557,7.3735,14523.0000
2022,7,2,lon,-1.5030,9.2621,14678.8571,9.7742,13994,9.5420,14441,9.9051,14747,9.4870,14875,9.3489,14951,9.4853,14897,7.2923,14847.0000
2022,7,2,lon,-1.3140,8.9228,15003.1429,9.5317,14272,9.2751,14724,9.5927,15065,9.0010,15208,9.0620,15315,8.9688,15248,7.0283,15190.0000
2022,7,2,lon,-1.1250,8.5792,15340.8571,9.2466,14569,8.9877,15061,9.2960,15393,8.6394,15559,8.6681,15665,8.4995,15612,6.7170,15527.0000
2022,7,2,lon,-0.9360,8.0958,15682.7143,8.7355,14897,8.4758,15404,8.7047,15741,8.3402,15918,8.2150,16001,7.8727,15947,6.3267,15871.0000
2022,7,2,lon,-0.7470,7.5815,16021.4286,8.1378,15249,8.0481,15771,8.1190,16092,7.7730,16251,7.8974,16323,7.1482,16260,5.9470,16204.0000
2022,7,2,lon,-0.5580,6.9142,16386.4286,6.9790,15655,7.5979,16157,7.3349,16465,7.4075,16604,7.3286,16671,6.3418,16625,5.4097,16528.0000
2022,7,2,lon,-0.3690,6.2091,16770.1429,5.9782,16093,6.4876,16571,6.3983,16825,6.8206,16990,6.8055,17047,5.8410,16982,5.1325,16883.0000
2022,7,2,lon,-0.1800,6.2781,17099.5714,6.0325,16444,6.4376,16911,6.4005,17148,6.9872,17336,7.1483,17385,5.8301,17259,5.1102,17214.0000
2022,7,2,lon,-0.1260,6.4581,17194.7143,6.0988,16551,6.7790,17006,6.5470,17252,7.2262,17437,7.2838,17464,5.9906,17340,5.2813,17313.0000
2022,7,2,lon,-0.0630,6.6501,17286.7143,6.3391,16631,7.0646,17099,6.6176,17359,7.3925,17539,7.4009,17546,6.2223,17432,5.5136,17401.0000
2022,7,2,lon,0.0000,6.7130,17383.2857,6.5900,16717,7.1059,17199,6.5621,17463,7.3106,17645,7.4403,17636,6.2974,17525,5.6847,17498.0000
2022,7,2,lon,0.0630,7.0087,17276.0000,6.8367,16587,7.4056,17076,7.0123,17357,7.5716,17541,7.7284,17543,6.6714,17432,5.8348,17396.0000
2022,7,2,lon,0.1260,7.2783,17156.4286,7.2514,16450,7.7377,16946,7.3889,17235,7.8859,17421,7.8524,17422,6.8574,17341,5.9747,17280.0000
2022,7,2,lon,0.1800,7.5225,17040.1429,7.5068,16315,8.0095,16812,7.5731,17113,8.1206,17307,8.0252,17316,7.2273,17249,6.1952,17169.0000
2022,7,2,lon,0.3690,8.0426,16699.2857,8.2483,15961,8.5953,16434,7.9548,16737,8.4736,16969,8.4324,16987,7.9121,16925,6.6819,16882.0000
2022,7,2,lon,0.5580,8.4112,16352.7143,8.9382,15601,8.9846,16084,8.1660,16393,8.7995,16616,8.5387,16651,8.3215,16568,7.1301,16556.0000
2022,7,2,lon,0.7470,8.7903,16008.2857,9.5874,15264,9.1234,15747,8.5179,16058,9.1360,16270,9.0312,16289,8.7144,16221,7.4218,16209.0000
2022,7,2,lon,0.9360,9.1324,15660.4286,9.9733,14912,9.3922,15422,9.0939,15700,9.6082,15902,9.1628,15939,8.9949,15881,7.7014,15867.0000
2022,7,2,lon,1.1250,9.5094,15321.4286,10.2785,14581,9.7797,15096,9.4276,15359,10.0939,15555,9.6694,15590,9.2722,15539,8.0448,15530.0000
2022,7,2,lon,1.3140,9.8205,14988.7143,10.4768,14258,9.9959,14772,9.7387,15025,10.5362,15215,10.0009,15251,9.6222,15208,8.3729,15192.0000
2022,7,2,lon,1.5030,10.1713,14662.4286,10.7961,13969,10.0281,14459,10.1390,14698,10.9535,14882,10.2684,14910,10.1499,14865,8.8644,14854.0000
2022,7,2,lon,1.6920,10.3566,14336.8571,10.7515,13667,10.2264,14150,10.4834,14378,11.1793,14545,10.4977,14565,10.2993,14531,9.0585,14522.0000
2022,7,2,lon,1.8810,10.4636,14011.8571,10.6909,13365,10.6306,13857,10.6024,14054,11.2023,14191,10.5821,14223,10.3462,14209,9.1910,14184.0000
2022,7,3,lat,-2.1560,19.4883,8108.2857,15.0367,7791,14.8483,7781,16.2728,7836,21.0638,8004,24.2075,8072,24.1368,8400,20.8523,8874.0000
2022,7,3,lat,-1.9360,17.9894,8732.0000,14.0755,8386,14.0643,8273,15.6904,8321,19.0271,8555,21.9367,8825,22.4163,9131,18.7158,9633.0000
2022,7,3,lat,-1.7160,16.8407,9372.2857,13.1856,8928,13.2022,8748,14.9908,8865,17.7603,9206,21.1106,9553,20.9588,9875,16.6764,10431.0000
2022,7,3,lat,-1.4960,15.6379,9999.2857,12.3487,9418,12.1196,9304,14.3840,9413,16.5018,9797,19.6790,10258,19.5412,10608,14.8911,11197.0000
2022,7,3,lat,-1.2760,14.2548,10659.1429,11.2270,9973,11.0092,9819,13.4402,10041,15.5350,10489,17.6573,11013,17.4070,11353,13.5080,11926.0000
2022,7,3,lat,-1.0560,13.3539,11335.7143,10.4109,10717,10.6226,10400,12.8261,10654,14.4536,11183,16.8962,11693,15.7039,12036,12.5643,12667.0000
2022,7,3,lat,-0.8360,12.3948,12061.4286,9.3384,11497,9.8358,11188,12.4318,11310,13.4251,11898,15.7074,12405,14.4901,12748,11.5354,13384.0000
2022,7,3,lat,-0.6160,11.4160,12744.4286,8.7359,12249,9.3076,11881,11.4277,12004,12.3129,12609,14.2534,13060,13.4643,13388,10.4103,14020.0000
2022,7,3,lat,-0.3960,10.0393,13457.8571,7.5313,13095,8.0602,12698,10.1513,12755,11.0333,13313,12.6422,13736,12.1749,14026,8.6819,14582.0000
2022,7,3,lat,-0.1760,8.6515,14218.4286,6.7144,14068,6.9869,13579,8.6057,13589,9.6458,13986,10.9866,14453,10.4717,14768,7.1499,15086.0000
2022,7,3,lat,-0.1320,8.3930,14382.7143,6.4845,14284,6.7559,13790,8.3791,13770,9.5758,14139,10.6437,14599,10.0377,14902,6.8743,15195.0000
2022,7,3,lat,-0.0440,7.6731,14715.5714,5.8010,14692,6.2803,14217,7.3427,14163,8.6747,14432,9.9518,14915,9.3639,15143,6.2973,15447.0000
2022,7,3,lat,0.0000,7.2124,14870.5714,5.4097,14884,5.6636,14395,6.6041,14341,8.0405,14568,9.6744,15058,8.9958,15270,6.0985,15578.0000
2022,7,3,lat,0.0440,7.4233,14757.7143,5.5976,14763,5.9130,14274,7.1395,14228,8.2218,14450,9.7881,14954,9.1177,15162,6.1857,15473.0000
2022,7,3,lat,0.1320,7.7300,14466.0000,5.7651,14416,6.1959,13940,7.5318,13901,8.7249,14185,10.1081,14687,9.2470,14896,6.5370,15237.0000
2022,7,3,lat,0.1760,7.9138,14311.4286,5.8877,14235,6.3565,13754,7.7521,13736,8.9770,14062,10.1773,14548,9.5434,14756,6.7024,15089.0000
2022,7,3,lat,0.3960,9.2616,13575.2857,7.0904,13320,7.4511,12936,9.2396,12962,10.6710,13384,11.4997,13922,10.7692,14100,8.1104,14403.0000
2022,7,3,lat,0.6160,10.3636,12900.4286,7.9197,12515,7.9994,12246,9.8605,12300,12.3464,12671,12.7969,13341,11.9303,13483,9.6919,13747.0000
2022,7,3,lat,0.8360,11.4470,12199.8571,9.2319,11777,9.0746,11543,10.5264,11644,13.4150,11967,13.5331,12581,13.3034,12799,11.0444,13088.0000
2022,7,3,lat,1.0560,12.6659,11444.8571,10.2111,10967,10.0436,10781,11.6807,10925,14.8647,11217,15.0115,11792,14.5746,12064,12.2749,12368.0000
2022,7,3,lat,1.2760,13.8073,10752.0000,11.0186,10240,11.3564,10052,12.8163,10298,16.1763,10539,16.7970,11071,15.3613,11369,13.1253,11695.0000
2022,7,3,lat,1.4960,14.9599,10068.8571,11.8636,9667,12.0129,9356,14.4759,9624,17.3793,9912,17.7242,10359,16.8348,10619,14.4286,10945.0000
2022,7,3,lat,1.7160,16.4619,9380.7143,12.9128,9111,13.2751,8677,15.6058,8877,19.7850,9202,18.9883,9690,18.5308,9890,16.1357,10218.0000
2022,7,3,lat,1.9360,17.7563,8678.0000,13.5606,8549,13.9464,7995,15.8014,8148,21.3773,8529,20.8579,8978,20.5227,9127,18.2278,9420.0000
2022,7,3,lat,2.1560,19.3369,8025.7143,14.0625,7911,14.5902,7440,17.1017,7577,22.5994,7930,23.4214,8320,22.8349,8359,20.7479,8643.0000
2022,7,3,lon,-1.8810,11.1231,11713.7143,9.8531,11449,10.0100,10860,11.7823,11116,13.2017,11634,12.7517,12113,11.1222,12253,9.1405,12571.0000
2022,7,3,lon,-1.6920,10.8196,11994.5714,9.6248,11776,9.5599,11120,11.6673,11373,12.7365,11905,12.2481,12371,11.1258,12545,8.7745,12872.0000
2022,7,3,lon,-1.5030,10.4925,12265.0000,9.2583,12098,9.4431,11437,11.2682,11631,12.1591,12167,11.9218,12606,11.0590,12773,8.3376,13143.0000
2022,7,3,lon,-1.3140,10.0203,12531.4286,8.9897,12391,9.0020,11749,10.6148,11910,11.6275,12387,11.2996,12860,10.6650,13011,7.9437,13412.0000
2022,7,3,lon,-1.1250,9.5592,12808.1429,8.4165,12676,8.6064,12092,10.0910,12154,11.3728,12628,10.9258,13116,9.8975,13302,7.6045,13689.0000
2022,7,3,lon,-0.9360,9.0592,13146.2857,7.8287,13059,7.9230,12480,9.7498,12517,10.9285,12912,10.2998,13417,9.2927,13641,7.3919,13998.0000
2022,7,3,lon,-0.7470,8.3030,13510.2857,7.3121,13493,7.2442,12895,8.9084,12928,9.8895,13236,9.1840,13750,8.8147,13993,6.7684,14277.0000
2022,7,3,lon,-0.5580,7.4961,13921.4286,6.5647,13958,6.6530,13360,7.8890,13338,8.6308,13640,8.4966,14102,8.0976,14388,6.1407,14664.0000
2022,7,3,lon,-0.3690,7.0453,14364.4286,5.7631,14443,5.9594,13868,7.1389,13805,8.0736,14110,8.5320,14529,7.9489,14766,5.9009,15030.0000
2022,7,3,lon,-0.1800,7.0091,14742.7143,5.3136,14824,5.7186,14308,6.7864,14216,7.8739,14490,9.1197,14921,8.3935,15127,5.8582,15313.0000
2022,7,3,lon,-0.1260,7.0783,14808.0000,5.3026,14853,5.7619,14386,6.7399,14291,7.9533,14538,9.2543,14991,8.6412,15189,5.8952,15408.0000
2022,7,3,lon,-0.0630,7.1712,14848.8571,5.3935,14878,5.8308,14405,6.7687,14327,8.1254,14555,9.4985,15034,8.6676,15237,5.9139,15506.0000
2022,7,3,lon,0.0000,7.2124,14870.5714,5.4097,14884,5.6636,14395,6.6041,14341,8.0405,14568,9.6744,15058,8.9958,15270,6.0985,15578.0000
2022,7,3,lon,0.0630,7.6896,14726.7143,5.7242,14724,6.1990,14216,7.3460,14176,8.6239,14448,10.0390,14923,9.4722,15133,6.4230,15467.0000
2022,7,3,lon,0.1260,8.0508,14581.7143,6.0688,14564,6.7295,14031,7.7836,14009,9.0669,14293,10.3256,14788,9.8364,15011,6.5446,15376.0000
2022,7,3,lon,0.1800,8.3532,14444.5714,6.3595,14407,7.0123,13873,8.2397,13857,9.4176,14154,10.5930,14650,10.1443,14878,6.7059,15293.0000
2022,7,3,lon,0.3690,9.0763,14049.2857,7.0142,13909,7.8670,13422,9.3303,13456,10.0300,13784,11.2401,14312,10.8592,14531,7.1930,14931.0000
2022,7,3,lon,0.5580,9.5989,13701.7143,7.6304,13464,8.4678,13039,9.9414,13102,10.6192,13413,11.8953,14000,11.1218,14245,7.5161,14649.0000
2022,7,3,lon,0.7470,10.0319,13367.8571,7.7791,13101,8.9974,12633,10.3973,12756,11.0019,13076,12.4244,13692,11.6550,13925,7.9678,14392.0000
2022,7,3,lon,0.9360,10.3324,13059.8571,7.8073,12741,9.3442,12276,10.4368,12396,11.2657,12795,13.0552,13401,11.9093,13673,8.5086,14137.0000
2022,7,3,lon,1.1250,10.5120,12773.2857,8.1478,12405,9.3390,11960,10.5225,12076,11.6117,12528,13.3160,13125,11.9908,13443,8.6562,13876.0000
2022,7,3,lon,1.3140,10.7030,12514.4286,8.4991,12076,9.5626,11726,10.3867,11847,11.7159,12265,13.6075,12864,12.1529,13214,8.9963,13609.0000
2022,7,3,lon,1.5030,10.9348,12255.0000,8.8299,11753,9.6677,11478,10.5576,11626,11.8395,11998,14.0337,12630,12.2963,12954,9.3189,13346.0000
2022,7,3,lon,1.6920,11.3138,11983.7143,9.3391,11442,9.8649,11193,10.9267,11353,12.3844,11740,14.2714,12397,12.6947,12699,9.7157,13062.0000
2022,7,3,lon,1.8810,11.6137,11721.8571,9.9411,11124,10.0289,10908,11.4020,11076,12.8284,11531,14.3056,12151,12.9189,12478,9.8712,12785.0000
2022,7,4,lat,-2.1560,15.9183,9941.0000,14.4412,9912,14.6723,10037,13.7125,10113,15.4756,10095,17.5856,9980,18.0158,9810,17.5254,9640.0000
2022,7,4,lat,-1.9360,14.6522,10722.0000,13.6645,10685,13.7330,10817,13.0593,10903,14.6740,10880,16.3044,10769,15.8960,10579,15.2338,10421.0000
2022,7,4,lat,-1.7160,13.5007,11509.4286,12.6686,11471,12.7083,11603,12.5306,11689,13.8695,11660,15.0300,11562,14.2830,11373,13.4146,11208.0000
2022,7,4,lat,-1.4960,12.4181,12296.8571,11.6530,12255,11.9443,12388,11.9821,12476,13.0315,12438,13.8561,12350,12.8581,12165,11.6015,12006.0000
2022,7,4,lat,-1.2760,11.6606,13067.2857,10.8878,13005,11.2658,13166,11.6775,13255,12.6835,13202,12.9811,13115,11.6760,12943,10.4525,12785.0000
2022,7,4,lat,-1.0560,10.9840,13840.5714,10.0405,13790,10.6866,13959,11.1372,14049,12.3542,13991,12.4001,13881,10.9655,13686,9.3042,13528.0000
2022,7,4,lat,-0.8360,10.2652,14598.7143,9.2844,14546,10.1401,14727,10.4288,14823,11.7852,14762,11.5537,14622,10.3089,14414,8.3551,14297.0000
2022,7,4,lat,-0.6160,9.4744,15336.1429,8.3496,15313,9.4457,15497,9.9126,15583,10.9446,15502,10.7437,15321,9.4709,15125,7.4540,15012.0000
2022,7,4,lat,-0.3960,8.6243,16073.8571,7.2233,16090,8.4253,16276,9.1348,16356,10.1923,16253,9.7865,16026,8.6756,15794,6.9322,15722.0000
2022,7,4,lat,-0.1760,7.6633,16824.2857,6.4741,16872,7.3949,17061,8.1205,17121,9.2528,17018,8.6970,16762,7.3943,16514,6.3094,16422.0000
